:Data_list: 20160315_Gp_xr_1m.txt
:Created: 2016 Mar 16 0010 UTC
# Prepared by the U.S. Dept. of Commerce, NOAA, Space Weather Prediction Center
# Please send comments and suggestions to SWPC.Webmaster@noaa.gov 
# 
# Label: Short = 0.05- 0.4 nanometer
# Label: Long  = 0.1 - 0.8 nanometer
# Units: Short = Watts per meter squared
# Units: Long  = Watts per meter squared
# Source: GOES-15
# Location: W135
# Missing data: -1.00e+05
#
#         1-minute GOES-15 Solar X-ray Flux
# 
#                 Modified Seconds
# UTC Date  Time   Julian  of the
# YR MO DA  HHMM    Day     Day       Short       Long
#-------------------------------------------------------
2016 03 15  2232   57462  81120     1.00e-09    2.09e-07
2016 03 15  2233   57462  81180     1.00e-09    2.10e-07
2016 03 15  2234   57462  81240     1.00e-09    2.09e-07
2016 03 15  2235   57462  81300     1.00e-09    2.11e-07
2016 03 15  2236   57462  81360     1.00e-09    2.11e-07
2016 03 15  2237   57462  81420     1.00e-09    2.11e-07
2016 03 15  2238   57462  81480     1.00e-09    2.12e-07
2016 03 15  2239   57462  81540     1.00e-09    2.11e-07
2016 03 15  2240   57462  81600     1.00e-09    2.10e-07
2016 03 15  2241   57462  81660     1.00e-09    2.08e-07
2016 03 15  2242   57462  81720     1.00e-09    2.11e-07
2016 03 15  2243   57462  81780     1.00e-09    2.12e-07
2016 03 15  2244   57462  81840     1.00e-09    2.12e-07
2016 03 15  2245   57462  81900     1.00e-09    2.07e-07
2016 03 15  2246   57462  81960     1.00e-09    2.08e-07
2016 03 15  2247   57462  82020     1.00e-09    2.10e-07
2016 03 15  2248   57462  82080     1.00e-09    2.15e-07
2016 03 15  2249   57462  82140     1.00e-09    2.13e-07
2016 03 15  2250   57462  82200     1.00e-09    2.11e-07
2016 03 15  2251   57462  82260     1.00e-09    2.24e-07
2016 03 15  2252   57462  82320     1.00e-09    2.45e-07
2016 03 15  2253   57462  82380     1.00e-09    2.54e-07
2016 03 15  2254   57462  82440     1.00e-09    2.59e-07
2016 03 15  2255   57462  82500     1.00e-09    2.61e-07
2016 03 15  2256   57462  82560     1.00e-09    2.63e-07
2016 03 15  2257   57462  82620     1.00e-09    2.59e-07
2016 03 15  2258   57462  82680     1.00e-09    2.53e-07
2016 03 15  2259   57462  82740     1.00e-09    2.47e-07
2016 03 15  2300   57462  82800     1.00e-09    2.40e-07
2016 03 15  2301   57462  82860     1.00e-09    2.39e-07
2016 03 15  2302   57462  82920     1.00e-09    2.34e-07
2016 03 15  2303   57462  82980     1.00e-09    2.32e-07
2016 03 15  2304   57462  83040     1.00e-09    2.33e-07
2016 03 15  2305   57462  83100     1.00e-09    2.31e-07
2016 03 15  2306   57462  83160     1.00e-09    2.30e-07
2016 03 15  2307   57462  83220     1.00e-09    2.38e-07
2016 03 15  2308   57462  83280     1.00e-09    2.42e-07
2016 03 15  2309   57462  83340     1.00e-09    2.54e-07
2016 03 15  2310   57462  83400     1.00e-09    2.61e-07
2016 03 15  2311   57462  83460     1.00e-09    2.69e-07
2016 03 15  2312   57462  83520     1.00e-09    2.72e-07
2016 03 15  2313   57462  83580     1.00e-09    2.74e-07
2016 03 15  2314   57462  83640     1.00e-09    2.67e-07
2016 03 15  2315   57462  83700     1.00e-09    2.65e-07
2016 03 15  2316   57462  83760     1.00e-09    2.63e-07
2016 03 15  2317   57462  83820     1.00e-09    2.62e-07
2016 03 15  2318   57462  83880     1.00e-09    2.61e-07
2016 03 15  2319   57462  83940     1.00e-09    2.61e-07
2016 03 15  2320   57462  84000     1.00e-09    2.63e-07
2016 03 15  2321   57462  84060     1.00e-09    2.63e-07
2016 03 15  2322   57462  84120     1.00e-09    2.61e-07
2016 03 15  2323   57462  84180     1.00e-09    2.62e-07
2016 03 15  2324   57462  84240     1.00e-09    2.68e-07
2016 03 15  2325   57462  84300     1.00e-09    2.63e-07
2016 03 15  2326   57462  84360     1.00e-09    2.59e-07
2016 03 15  2327   57462  84420     1.00e-09    2.61e-07
2016 03 15  2328   57462  84480     1.00e-09    2.62e-07
2016 03 15  2329   57462  84540     1.00e-09    2.55e-07
2016 03 15  2330   57462  84600     1.00e-09    2.33e-07
2016 03 15  2331   57462  84660     1.00e-09    2.36e-07
2016 03 15  2332   57462  84720     1.00e-09    2.43e-07
2016 03 15  2333   57462  84780     1.00e-09    2.46e-07
2016 03 15  2334   57462  84840     1.00e-09    2.46e-07
2016 03 15  2335   57462  84900     1.00e-09    2.50e-07
2016 03 15  2336   57462  84960     1.00e-09    2.54e-07
2016 03 15  2337   57462  85020     1.00e-09    2.53e-07
2016 03 15  2338   57462  85080     1.00e-09    2.49e-07
2016 03 15  2339   57462  85140     1.00e-09    2.47e-07
2016 03 15  2340   57462  85200     1.00e-09    2.44e-07
2016 03 15  2341   57462  85260     1.00e-09    2.43e-07
2016 03 15  2342   57462  85320     1.00e-09    2.41e-07
2016 03 15  2343   57462  85380     1.00e-09    2.40e-07
2016 03 15  2344   57462  85440     1.00e-09    2.40e-07
2016 03 15  2345   57462  85500     1.00e-09    2.41e-07
2016 03 15  2346   57462  85560     1.00e-09    2.41e-07
2016 03 15  2347   57462  85620     1.00e-09    2.42e-07
2016 03 15  2348   57462  85680     1.00e-09    2.41e-07
2016 03 15  2349   57462  85740     1.00e-09    2.38e-07
2016 03 15  2350   57462  85800     1.00e-09    2.37e-07
2016 03 15  2351   57462  85860     1.00e-09    2.36e-07
2016 03 15  2352   57462  85920     1.00e-09    2.37e-07
2016 03 15  2353   57462  85980     1.00e-09    2.35e-07
2016 03 15  2354   57462  86040     1.00e-09    2.34e-07
2016 03 15  2355   57462  86100     1.00e-09    2.31e-07
2016 03 15  2356   57462  86160     1.00e-09    2.34e-07
2016 03 15  2357   57462  86220     1.00e-09    2.35e-07
2016 03 15  2358   57462  86280     1.00e-09    2.36e-07
2016 03 15  2359   57462  86340     1.00e-09    2.35e-07
